Geneid	HCT_NS_1	HCT_NS_2	HCT_NS_3	HCT_TNF_1	HCT_TNF_2	HCT_TNF_3	SCZ_NS_1	SCZ_NS_2	SCZ_NS_3	SCZ_TNF_1	SCZ_TNF_2	SCZ_TNF_3
ENSG00000125510.18	271	347	398	169	286	709	180	193	379	180	377	386
ENSG00000203880.12	445	504	322	451	383	887	218	402	400	294	473	448
ENSG00000277117.5	262	367	260	263	313	608	168	209	204	191	245	290
ENSG00000280071.4	96	139	124	119	134	251	70	121	110	109	98	146
ENSG00000275464.5	74	82	66	90	92	184	59	53	83	52	58	65
ENSG00000280433.1	26	4	36	22	12	72	2	28	18	24	42	36
ENSG00000275993.3	24	6	24	10	18	48	2	24	13	2	23	32
ENSG00000274276.5	73	51	51	37	58	113	32	21	51	26	22	42
ENSG00000275895.7	97	72	62	80	78	141	62	58	61	50	93	72
ENSG00000276289.5	82	58	32	84	66	89	23	65	44	74	38	41
ENSG00000275708.1	2	5	7	1	2	4	8	4	6	7	22	0
ENSG00000188681.12	107	134	90	131	120	240	58	118	92	111	95	102
ENSG00000155304.6	635	429	331	633	366	885	224	411	358	417	448	433
ENSG00000155307.19	708	697	256	600	575	1013	346	652	464	327	329	401
ENSG00000232884.10	31	17	30	14	10	41	14	15	34	10	5	32
ENSG00000235609.7	39	17	17	21	16	45	5	10	20	15	26	31
ENSG00000180530.11	2573	1807	1455	2242	1423	3388	1153	1891	1526	1819	1533	1937
ENSG00000155313.16	1678	1291	1390	1507	1160	3050	736	1133	1305	1109	1589	1683
ENSG00000215386.14	55	30	25	24	22	36	23	64	39	27	13	43
ENSG00000154639.19	10	14	40	18	16	55	14	22	28	10	30	39
ENSG00000154640.15	222	268	148	306	206	616	102	192	157	162	277	290
ENSG00000280594.2	8	10	10	8	20	20	18	4	6	22	12	14
ENSG00000154642.11	134	70	71	135	82	211	62	84	83	84	117	86
ENSG00000198618.5	74	56	79	78	57	152	26	56	66	38	74	68
ENSG00000237484.6	55	33	43	59	51	161	28	41	68	44	84	103
ENSG00000234883.7	89	66	27	71	65	125	18	70	38	32	53	42
ENSG00000154719.14	144	82	137	149	68	375	42	121	100	74	196	189
ENSG00000154723.13	568	393	562	518	404	1253	238	379	530	351	549	725
ENSG00000154727.11	523	428	412	490	273	1010	285	440	416	362	653	597
ENSG00000142192.21	9851	11686	6912	8439	10450	15816	6026	8346	6310	7523	10029	7866
ENSG00000156239.12	79	74	72	90	70	190	26	58	97	60	71	99
ENSG00000198862.14	888	696	559	861	444	1517	272	591	632	539	720	832
ENSG00000156253.7	199	166	219	205	153	554	74	142	169	114	330	287
ENSG00000156256.15	698	591	661	717	492	1592	335	616	643	516	1011	961
ENSG00000156261.13	1591	1235	1416	1581	955	3430	599	1230	1295	1016	2135	1963
ENSG00000231125.2	12	0	7	19	8	34	6	19	4	15	16	6
ENSG00000156265.16	71	79	66	70	66	102	39	84	41	71	88	60
ENSG00000156273.16	4480	3845	3838	3917	3051	8850	1971	3239	3311	2787	4482	5037
ENSG00000248476.1	122	128	82	136	86	237	56	75	97	106	134	125
ENSG00000273017.1	26	6	16	16	4	52	3	8	19	10	18	19
ENSG00000228817.4	145	148	100	132	90	279	68	108	116	96	160	129
ENSG00000234293.1	38	42	26	32	29	91	15	22	42	42	38	39
ENSG00000174680.10	24	12	14	18	6	56	12	14	8	12	14	38
ENSG00000156299.14	4707	4514	4254	3601	4063	9087	2290	3463	3672	3065	4840	4846
ENSG00000142168.15	1545	1531	1154	1323	1251	3089	713	1071	1214	1011	1908	1581
ENSG00000273271.1	2	2	4	2	0	22	0	4	2	0	0	2
ENSG00000156304.15	1462	1673	985	1405	1366	2664	825	1252	1105	1304	1161	1305
ENSG00000159055.4	75	60	42	84	65	137	26	46	52	84	82	60
ENSG00000232623.1	9	8	9	13	11	22	8	14	0	4	10	6
ENSG00000142207.7	785	799	641	895	943	1708	512	799	639	747	846	847
ENSG00000200792.1	8	10	4	12	6	28	8	8	4	10	8	20
ENSG00000256073.3	50	28	34	30	40	70	18	16	22	40	14	30
ENSG00000265590.10	65	30	33	35	32	92	22	35	32	18	57	55
ENSG00000166979.13	66	48	21	38	44	65	37	26	32	42	53	31
ENSG00000159079.19	78	64	51	81	48	106	54	45	40	42	50	42
ENSG00000159082.18	931	922	763	893	693	1836	463	822	766	605	847	1013
ENSG00000238197.7	77	73	44	58	46	89	41	70	49	32	21	68
ENSG00000159086.15	915	685	619	740	542	1441	346	609	636	559	816	758
ENSG00000205930.10	49	60	22	53	30	91	50	36	38	29	40	28
ENSG00000184221.13	18	44	22	24	28	36	28	36	28	26	16	28
ENSG00000159110.21	653	823	520	653	679	1170	462	610	476	493	798	544
ENSG00000249624.10	28	56	27	47	34	45	27	57	17	17	38	33
ENSG00000223799.2	182	161	127	132	140	443	102	118	172	114	279	214
ENSG00000243646.11	273	311	167	255	299	541	166	196	206	245	203	185
ENSG00000289238.1	18	14	2	10	6	36	8	12	6	18	14	8
ENSG00000142166.13	4309	3751	3278	4169	2985	8054	1821	3373	3255	2951	4140	4209
ENSG00000226501.2	9	14	13	15	15	27	6	4	10	0	10	9
ENSG00000159128.16	5583	5682	3591	5283	4626	10256	2770	4667	4199	4049	4091	5289
ENSG00000142188.17	326	300	212	322	258	521	166	303	202	233	250	281
ENSG00000177692.12	48	24	30	38	26	64	8	46	37	24	36	26
ENSG00000159131.17	1218	1047	847	1144	1008	2273	575	923	840	876	1237	1196
ENSG00000159140.22	10758	10657	8333	9733	9205	20453	5636	8800	8192	7916	10481	9708
ENSG00000159147.18	81	122	64	94	91	176	65	55	106	54	80	111
ENSG00000205758.12	318	273	216	264	233	577	127	194	220	221	281	296
ENSG00000205726.15	1124	1194	496	881	880	1297	737	812	553	773	505	647
ENSG00000241837.7	361	330	323	328	255	902	133	216	316	226	392	450
ENSG00000237945.8	150	116	88	179	107	226	75	143	68	135	149	91
ENSG00000243927.6	1445	880	710	1216	605	1584	409	945	581	928	1120	1144
ENSG00000198743.7	10368	6599	3737	9351	3887	9265	3748	6870	3227	8079	6318	6145
ENSG00000227456.9	27	23	12	27	18	24	10	35	18	34	30	26
ENSG00000180509.13	460	436	159	385	387	509	198	289	216	342	358	293
ENSG00000159200.18	416	351	249	424	330	650	165	316	228	294	331	243
ENSG00000234380.2	28	16	39	13	18	44	18	18	22	8	63	40
ENSG00000159216.19	6331	7251	5290	5895	5959	13309	3498	5247	5209	4528	6001	6642
ENSG00000286153.1	67	49	66	62	64	105	18	76	31	52	109	79
ENSG00000185917.14	351	313	249	289	251	609	162	274	265	242	300	327
ENSG00000159228.13	832	925	827	807	925	1839	505	664	748	689	1248	900
ENSG00000289001.1	4	2	3	3	4	21	8	4	4	2	12	2
ENSG00000236830.8	64	38	43	50	75	105	45	45	71	56	73	47
ENSG00000159231.6	116	82	99	84	68	186	60	78	60	110	124	104
ENSG00000142197.13	3756	3721	2368	2744	3159	5785	2115	2678	2532	2570	2749	2627
ENSG00000159256.13	1452	1271	1112	1389	1006	3045	609	1282	1323	967	1563	1646
ENSG00000228107.1	33	34	32	44	40	78	36	39	33	21	33	34
ENSG00000159259.8	74	80	26	61	75	99	18	61	53	49	38	51
ENSG00000230479.1	52	92	84	51	75	182	54	47	99	47	79	73
ENSG00000233818.1	52	86	86	47	51	172	31	38	79	60	68	115
ENSG00000279365.1	79	96	79	47	74	145	33	41	94	71	71	82
ENSG00000159267.17	597	560	463	513	522	1037	274	442	487	387	625	497
ENSG00000237646.1	26	18	16	16	16	30	8	16	10	8	26	17
ENSG00000224790.3	21	16	16	8	19	42	4	20	8	22	22	22
ENSG00000185808.14	109	119	136	156	64	298	64	98	107	80	182	166
ENSG00000182670.14	5320	4440	4787	4974	3450	10728	2360	3846	4449	3721	5712	5528
ENSG00000270116.1	31	21	8	31	14	56	30	36	33	29	52	40
ENSG00000157538.14	2185	2051	1602	1768	1504	3950	1048	1636	1607	1302	1531	1958
ENSG00000273210.1	4	4	6	8	3	22	3	3	4	7	8	3
ENSG00000157540.22	2292	2219	1831	2129	1711	4279	1131	1745	1835	1596	2223	2419
ENSG00000157557.13	1629	2360	533	1643	1511	1719	972	1811	623	1483	1024	844
ENSG00000235701.1	9	13	10	13	10	23	12	4	5	8	5	4
ENSG00000183527.12	207	248	143	215	156	439	96	177	172	196	318	264
ENSG00000185658.14	2116	1637	1514	1923	1176	3630	860	1551	1504	1350	1833	1960
ENSG00000229623.1	26	17	7	7	10	24	8	10	8	7	6	2
ENSG00000255568.3	20	18	9	26	18	18	4	10	20	16	23	14
ENSG00000205581.11	1617	1542	1487	1576	1406	3325	794	1143	1412	976	2430	1666
ENSG00000182093.16	157	81	86	136	57	221	31	78	91	81	167	128
ENSG00000182240.16	60	112	16	58	58	62	42	58	30	30	35	34
ENSG00000183486.14	715	940	1276	1156	1334	4944	460	882	1954	908	1031	1938
ENSG00000157601.15	3916	4890	6041	5449	6958	19820	2540	3799	7548	4230	6220	8586
ENSG00000141956.14	440	562	303	432	418	817	254	342	286	326	377	395
ENSG00000157617.17	429	540	369	428	485	874	256	370	354	338	549	496
ENSG00000173276.14	542	632	514	728	530	1190	333	559	467	513	625	614
ENSG00000237232.9	14	18	18	8	22	24	2	10	8	22	12	14
ENSG00000160179.19	6599	7231	6586	4992	5555	14778	3341	4837	5966	4463	7547	7253
ENSG00000223262.1	5	11	6	25	11	23	9	10	12	4	10	16
ENSG00000160185.15	43	47	9	42	64	75	46	57	29	53	22	10
ENSG00000160190.14	466	510	350	394	498	836	263	472	359	376	389	508
ENSG00000160193.12	395	297	229	319	388	615	233	284	229	339	420	291
ENSG00000160194.18	1232	1280	1089	1149	1287	2668	638	920	1027	1053	1784	1328
ENSG00000160199.15	471	556	335	483	446	945	272	433	370	337	480	466
ENSG00000160200.18	93	44	20	45	46	85	26	68	38	40	19	20
ENSG00000160201.12	29	22	16	38	22	56	18	32	9	20	22	24
ENSG00000160208.13	992	1071	1003	999	971	1997	581	820	831	841	1172	1047
ENSG00000160209.19	21780	23233	15694	13788	17490	33370	12765	14313	16109	13113	16890	16559
ENSG00000287507.1	37	62	26	33	36	59	27	29	14	21	34	24
ENSG00000160213.9	18007	16584	14432	13159	12193	36032	7648	12819	15625	12516	11917	19308
ENSG00000160214.13	1019	1278	856	917	1192	1721	576	802	627	873	1295	897
ENSG00000215458.8	402	365	332	250	274	996	204	240	573	232	322	408
ENSG00000160216.21	4248	4643	3693	3681	4139	8461	2369	3444	3442	3320	4165	4419
ENSG00000289546.1	41	35	13	29	15	83	20	25	37	18	46	49
ENSG00000160218.13	2600	2783	1945	2445	2366	4934	1472	2117	1972	2133	2558	2537
ENSG00000225331.1	62	79	13	47	48	85	49	40	32	35	48	54
ENSG00000237604.1	21	48	14	22	24	49	30	30	24	26	22	26
ENSG00000160223.17	162	146	110	114	154	330	122	82	97	72	174	128
ENSG00000160224.17	3	4	0	2	4	43	6	2	0	4	14	8
ENSG00000141959.17	6205	7627	4583	5427	7135	11872	4080	5325	4234	5119	6275	5210
ENSG00000160226.16	436	515	244	332	469	503	243	352	274	379	353	248
ENSG00000184441.4	91	149	94	94	141	229	75	104	81	125	128	139
ENSG00000260256.1	26	30	22	29	35	73	16	22	21	34	15	26
ENSG00000142185.18	4697	5682	2389	2916	4183	7914	2853	3499	3831	3484	3031	3352
ENSG00000160233.8	457	522	210	354	453	593	238	371	302	324	225	204
ENSG00000228709.2	34	29	36	31	38	69	22	22	28	12	30	33
ENSG00000235890.2	41	56	93	11	64	169	31	45	61	36	61	51
ENSG00000182912.6	30	44	53	28	38	115	17	30	50	21	70	51
ENSG00000184787.19	1801	1578	1541	1594	1482	3706	791	1317	1514	1283	2092	1856
ENSG00000236519.2	6	12	4	16	8	18	2	14	4	6	22	10
ENSG00000184900.16	2868	2826	2155	2172	2313	4825	1567	2133	2219	1931	2485	2601
ENSG00000183255.12	5246	5204	4084	4370	4891	9130	2769	4062	3650	3375	5291	4714
ENSG00000289009.1	77	95	46	62	54	127	46	50	35	51	83	50
ENSG00000160255.18	48218	56792	43799	43970	55011	103735	29581	38430	39714	41394	48553	49644
ENSG00000227039.7	427	511	376	634	536	1281	270	388	458	453	407	540
ENSG00000183250.13	68	59	14	32	39	64	42	45	16	42	59	31
ENSG00000272825.1	128	116	190	174	167	801	51	143	158	162	184	283
ENSG00000160256.13	230	288	208	251	374	463	166	177	173	184	387	206
ENSG00000276529.1	22	10	14	4	18	24	6	12	8	7	10	20
ENSG00000235374.2	30	38	19	36	22	44	17	27	14	14	18	34
ENSG00000197381.17	1303	1414	475	1068	1219	1285	664	1023	547	837	559	561
ENSG00000186866.17	712	738	313	633	634	845	410	545	378	600	374	379
ENSG00000223768.3	334	365	214	228	316	564	195	262	271	260	277	218
ENSG00000182871.16	80	98	87	38	65	219	56	67	116	41	125	79
ENSG00000173638.19	738	726	610	517	634	1055	427	469	522	453	556	592
ENSG00000233922.4	18	30	24	20	20	32	14	22	19	14	24	14
ENSG00000183570.17	67	52	82	38	32	105	23	36	52	44	62	56
ENSG00000280604.1	8	10	14	15	12	13	20	8	6	5	30	16
ENSG00000142156.16	1531	1757	3180	1902	2683	5836	475	1602	1773	1096	6972	2783
ENSG00000142173.16	657	773	1142	756	1329	2079	170	692	684	507	2655	1052
ENSG00000160284.15	58	83	42	42	100	72	48	56	60	63	60	52
ENSG00000160285.15	5083	6601	2203	4686	5302	7849	3095	4708	2944	4578	3677	3223
ENSG00000215424.10	10	30	4	26	10	50	5	24	7	16	8	9
ENSG00000160294.11	4481	5308	3469	4012	4728	8943	2719	3744	3830	3515	5573	4115
ENSG00000239415.1	31	60	27	58	58	82	14	68	45	49	64	59
ENSG00000182362.14	284	271	205	225	202	574	116	198	235	199	272	264
ENSG00000160298.18	171	180	56	162	172	202	96	123	85	141	79	93
ENSG00000160299.18	2420	2820	1480	2053	2505	3770	1327	1808	1422	2019	2045	1571
ENSG00000289421.1	27	27	12	24	18	59	5	13	16	25	26	27
ENSG00000160305.18	2441	2837	1271	2121	2525	3432	1619	2228	1551	2011	2160	1421
ENSG00000223692.1	16	10	15	16	12	35	21	27	17	15	14	23
ENSG00000160307.10	248	363	149	266	342	671	234	352	340	224	82	156
ENSG00000160310.19	2414	2494	1572	1947	2046	4074	1382	1734	1829	1643	1993	1974
ENSG00000100181.22	633	630	376	595	378	1109	303	480	411	475	491	581
ENSG00000283633.1	205	143	144	206	148	414	81	149	185	159	147	176
ENSG00000267338.1	15	8	15	6	12	28	4	12	9	12	14	14
ENSG00000237438.7	22	13	8	4	12	27	0	17	8	7	6	13
ENSG00000177663.15	16257	19405	17929	15692	17633	42984	10219	13708	16177	13343	22979	21056
ENSG00000183307.4	994	1080	1140	876	1157	2824	602	760	968	676	1520	1385
ENSG00000235478.6	12	14	17	16	8	31	6	12	12	6	26	12
ENSG00000069998.12	1116	1059	874	948	1119	1964	630	813	737	847	1267	983
ENSG00000093072.19	16143	16070	13862	12601	12084	34325	8429	11500	15218	10699	10693	17436
ENSG00000099954.19	69	114	474	120	151	1009	49	79	292	70	765	466
ENSG00000229492.1	5	0	7	2	8	47	0	0	4	0	56	11
ENSG00000236754.5	24	14	8	15	10	7	14	23	14	6	11	2
ENSG00000131100.13	2664	2473	2071	2437	2181	5172	1284	2134	1988	1696	2689	2728
ENSG00000099968.18	1275	1246	1151	1301	1303	2713	635	1070	1063	1034	1601	1483
ENSG00000015475.19	1461	1771	1059	1732	1476	3458	794	1368	1179	1451	1803	1608
ENSG00000264757.1	4	20	22	23	21	39	8	24	13	33	26	5
ENSG00000269220.1	30	30	12	34	22	68	7	36	16	32	20	10
ENSG00000243156.9	279	421	203	455	405	751	214	341	301	344	351	256
ENSG00000225335.3	24	14	4	12	12	16	6	2	2	14	9	6
ENSG00000215193.14	1219	1286	946	1148	1054	2341	716	1037	1118	1038	1511	1190
ENSG00000183785.16	8	21	12	16	18	25	1	4	13	8	12	6
ENSG00000280007.1	2	28	12	22	34	52	8	8	22	14	20	22
ENSG00000184979.10	181	319	316	259	399	930	180	231	325	194	299	449
ENSG00000278558.5	38	24	24	18	22	36	19	16	12	14	40	22
ENSG00000274602.5	426	329	231	382	409	687	235	269	273	339	337	302
ENSG00000275793.1	48	90	80	58	94	142	52	46	72	48	122	54
ENSG00000273032.3	16	20	21	18	24	38	10	8	16	8	15	17
ENSG00000241527.1	19	26	4	12	15	16	7	16	5	21	5	13
ENSG00000070413.20	2371	2649	1453	1717	2177	3436	1454	1764	1361	1638	1721	1758
ENSG00000273311.1	62	89	33	95	63	154	40	88	75	76	79	60
ENSG00000281530.1	41	11	24	14	26	46	6	19	9	10	24	37
ENSG00000100056.12	448	575	355	408	463	762	229	367	293	380	469	309
ENSG00000260924.2	16	26	10	18	9	24	20	8	10	20	26	30
ENSG00000100075.10	1423	1529	991	1081	1260	2445	839	993	1138	875	1145	1340
ENSG00000070371.16	122	111	45	66	93	108	72	81	72	60	41	56
ENSG00000100084.14	191	294	168	241	204	502	144	171	211	159	179	263
ENSG00000242259.9	327	276	251	263	284	646	187	233	262	264	402	298
ENSG00000185608.9	278	266	280	234	259	764	116	192	277	266	362	357
ENSG00000070010.19	1092	1052	696	955	919	1823	490	811	686	779	929	905
ENSG00000093009.11	74	78	6	69	98	70	20	52	23	91	5	22
ENSG00000184058.15	49	61	10	23	32	44	18	37	15	30	25	19
ENSG00000185838.14	93	130	75	91	116	99	73	107	50	90	55	72
ENSG00000235776.2	5	10	4	10	22	12	15	8	0	5	9	6
ENSG00000215012.9	724	585	352	511	561	902	392	454	401	426	353	423
ENSG00000184470.21	771	843	429	611	700	1251	391	592	546	548	765	524
ENSG00000093010.15	3976	5045	2778	3349	4701	7267	2559	3362	3065	3152	3647	3484
ENSG00000099889.14	381	495	140	200	402	407	215	266	226	219	249	192
ENSG00000183597.16	2037	2300	1421	1571	1975	3633	1345	1570	1646	1674	2124	1673
ENSG00000128191.16	1007	1013	608	848	971	1486	538	744	538	744	834	717
ENSG00000243762.1	7	10	5	11	4	24	4	11	1	0	9	2
ENSG00000099899.15	1263	1455	804	1251	1614	1863	794	1129	727	1157	1054	898
ENSG00000099901.17	619	586	415	638	753	1083	318	486	457	528	701	566
ENSG00000099904.16	1280	1536	588	1043	1372	1695	784	992	790	1037	930	818
ENSG00000234409.7	4	6	4	12	6	25	4	12	5	5	6	2
ENSG00000236499.2	34	18	22	10	36	24	8	34	10	32	20	18
ENSG00000040608.14	766	693	354	432	589	918	331	449	462	516	448	445
ENSG00000128185.10	443	693	423	419	550	825	324	373	303	410	550	423
ENSG00000273343.1	4	15	4	6	12	26	4	10	14	4	6	10
ENSG00000273139.1	26	24	11	12	24	40	10	23	18	10	13	18
ENSG00000185252.19	205	210	176	140	196	306	127	166	182	162	181	164
ENSG00000244486.9	19	15	22	12	17	51	15	18	15	22	59	14
ENSG00000099910.17	722	865	606	667	674	1603	401	590	629	550	833	808
ENSG00000242876.3	5	8	6	10	11	26	0	14	6	4	2	8
ENSG00000236670.1	51	50	30	41	48	111	24	31	30	36	66	39
ENSG00000099917.17	2944	3661	2034	2843	3459	5527	1897	2870	2090	2690	2378	2277
ENSG00000226287.9	58	28	46	22	24	90	18	27	46	24	50	38
ENSG00000241973.11	5957	6378	3919	5073	5524	9608	3380	4694	4035	4678	4152	4600
ENSG00000099940.12	1206	1201	921	966	1000	2125	554	975	895	816	919	1053
ENSG00000099942.13	2448	2522	1723	2018	2168	4257	1397	1947	1729	1862	2234	2135
ENSG00000237476.1	41	42	39	34	32	75	32	14	33	22	17	37
ENSG00000183773.16	92	125	86	51	86	198	81	69	116	83	127	88
ENSG00000099949.21	573	529	334	417	511	815	304	430	369	400	484	403
ENSG00000184436.12	268	322	196	267	340	449	216	248	216	226	222	262
ENSG00000230513.3	64	24	34	31	54	114	28	38	32	30	52	54
ENSG00000099957.17	2	6	4	6	5	37	0	2	9	7	21	28
ENSG00000274600.1	18	24	12	18	10	14	4	10	6	8	26	12
ENSG00000169635.10	440	500	325	396	520	830	252	346	278	381	416	389
ENSG00000206140.12	38	24	20	24	32	42	10	28	20	22	42	30
ENSG00000183506.17	332	472	162	274	460	624	217	329	256	275	292	275
ENSG00000185651.16	1368	1364	1271	1348	1031	2880	664	1068	1039	1018	1336	1591
ENSG00000161179.14	197	229	144	165	252	323	146	157	144	162	238	121
ENSG00000128228.5	413	487	250	373	416	513	224	325	226	303	503	230
ENSG00000100023.20	1828	2174	1207	1618	1852	3418	1121	1667	1445	1487	1605	1668
ENSG00000100027.17	70	48	67	75	53	120	38	58	86	59	90	62
ENSG00000100030.15	5000	4520	4204	5035	3931	10179	2499	3982	3898	3660	4662	5430
ENSG00000289564.1	26	9	7	4	12	20	2	7	6	14	2	8
ENSG00000100034.14	1583	1910	1332	1424	1965	3232	1140	1316	1377	1224	2112	1381
ENSG00000224086.6	40	34	18	33	54	94	35	42	28	39	41	16
ENSG00000100038.20	720	860	427	632	679	1175	456	629	497	573	565	545
ENSG00000274422.1	100	94	56	75	101	154	55	66	43	68	198	46
ENSG00000286129.1	23	25	16	12	29	39	14	27	19	7	16	15
ENSG00000211653.2	14	0	0	0	0	39	0	23	2	0	0	0
ENSG00000275004.4	58	40	10	28	22	34	20	40	32	30	22	28
ENSG00000211662.2	35	4	1	0	10	0	8	0	0	9	0	0
ENSG00000211673.2	27	8	0	4	3	0	0	16	0	4	0	0
ENSG00000211677.2	63	42	0	32	32	34	16	27	8	48	3	4
ENSG00000211679.2	41	25	4	4	26	0	13	19	8	35	17	24
ENSG00000128266.9	1	6	10	6	8	27	2	6	16	2	10	32
ENSG00000100228.14	151	144	54	108	91	108	56	111	52	87	50	47
ENSG00000186716.21	1510	2076	957	1555	2138	2319	998	1522	1036	1550	1731	1234
ENSG00000230701.2	42	66	24	50	78	72	38	50	34	34	46	31
ENSG00000189269.12	23	39	8	16	11	36	7	23	5	18	16	19
ENSG00000228315.12	529	500	217	365	437	562	268	381	258	358	246	279
ENSG00000234353.2	26	29	16	16	20	29	9	22	16	9	7	2
ENSG00000244723.3	48	31	12	19	21	44	44	16	23	11	8	19
ENSG00000272578.5	126	117	37	96	107	186	67	103	74	65	90	70
ENSG00000187792.5	445	453	150	381	363	472	234	355	251	358	226	238
ENSG00000250479.9	1307	1630	1769	1280	1579	4125	859	1134	1498	1215	2007	2305
ENSG00000099956.20	1592	1923	1220	1481	1696	3264	931	1297	1302	1283	1425	1699
ENSG00000099958.15	25	25	16	32	41	28	8	27	12	41	4	10
ENSG00000133460.20	176	160	128	148	160	427	100	150	155	98	233	193
ENSG00000240972.2	396	413	227	352	304	642	204	343	265	418	220	361
ENSG00000218537.1	157	146	131	114	174	341	102	114	96	114	206	111
ENSG00000273295.1	396	379	288	338	348	779	229	310	291	288	360	310
ENSG00000133433.11	9	8	15	4	14	40	6	7	14	10	30	19
ENSG00000099991.18	3324	3783	2409	2681	3347	5737	2039	2836	2565	2468	3076	2750
ENSG00000232545.1	106	80	63	62	71	163	61	88	100	91	102	77
ENSG00000099998.19	26	50	75	41	69	225	20	61	99	26	136	74
ENSG00000100014.20	561	611	420	492	470	953	344	394	387	440	492	500
ENSG00000138867.17	2560	2716	2115	2185	2514	4718	1369	2013	1912	2130	2340	2302
ENSG00000100028.12	389	307	230	307	252	603	165	278	194	286	394	291
ENSG00000178026.13	147	199	100	151	189	254	100	134	119	154	92	85
ENSG00000100031.19	41	43	27	58	52	103	23	48	28	40	32	38
ENSG00000197077.14	645	769	407	622	714	1003	437	656	282	522	578	398
ENSG00000231466.2	32	20	16	21	29	48	10	30	24	10	10	16
ENSG00000100068.14	474	558	203	336	460	789	299	411	302	290	342	290
ENSG00000100058.13	418	421	213	349	353	765	206	285	277	311	346	363
ENSG00000272977.1	142	143	104	144	115	285	80	116	144	97	157	105
ENSG00000100077.16	2427	2240	2177	2215	1652	5284	1016	1790	2205	1507	2726	2706
ENSG00000224003.1	121	95	83	79	79	248	51	69	113	66	130	136
ENSG00000100095.19	12	18	23	12	6	42	18	14	34	8	42	38
ENSG00000128203.7	148	181	196	157	144	479	73	90	133	134	293	253
ENSG00000100099.21	1768	1706	893	1128	1195	2184	886	1245	1154	1260	1081	1213
ENSG00000100104.13	587	465	413	396	408	869	225	358	345	342	427	434
ENSG00000100109.17	1088	1240	686	935	1122	1711	584	895	675	861	813	826
ENSG00000261188.2	12	10	24	20	14	28	6	10	14	6	14	14
ENSG00000128294.16	1702	1849	1617	1270	1584	3497	1041	1333	1502	1231	2327	1785
ENSG00000100122.7	46	68	12	18	50	28	24	34	12	18	14	6
ENSG00000225783.9	514	596	248	661	566	958	355	576	341	525	282	244
ENSG00000244625.7	270	248	157	262	183	449	136	221	248	181	208	234
ENSG00000223704.2	64	60	45	48	44	125	32	31	57	60	70	69
ENSG00000169184.6	140	158	44	157	174	160	86	158	80	158	56	52
ENSG00000180957.19	1264	1058	1110	1271	858	2779	487	1037	1016	848	1390	1378
ENSG00000235954.8	136	106	86	128	103	207	67	105	81	73	122	129
ENSG00000100154.15	518	583	654	590	505	1436	366	532	672	395	744	688
ENSG00000183765.23	225	214	184	219	185	462	93	162	159	140	198	268
ENSG00000100209.11	119	74	103	97	84	248	62	72	64	69	149	139
ENSG00000159873.10	475	414	342	567	303	802	221	365	398	302	436	464
ENSG00000100219.17	1979	2068	1231	1895	1766	2598	1098	1672	1128	1661	2089	1411
ENSG00000226471.7	35	24	10	50	25	43	20	23	13	17	33	8
