Geneid	HCT_NS_1	HCT_NS_2	HCT_NS_3	HCT_TNF_1	HCT_TNF_2	HCT_TNF_3	SCZ_NS_1	SCZ_NS_2	SCZ_NS_3	SCZ_TNF_1	SCZ_TNF_2	SCZ_TNF_3
ENSG00000173153.17	1235	1317	1104	1121	1374	2603	806	996	1052	1054	1534	1255
ENSG00000173113.7	795	714	495	536	594	1112	358	541	462	481	668	622
ENSG00000126432.14	1077	995	801	901	1011	1906	519	818	697	800	1220	966
ENSG00000168071.22	1145	1349	488	816	1250	1307	618	951	575	768	1017	590
ENSG00000162302.13	1427	1515	1072	979	1299	2319	746	889	1071	950	1525	1160
ENSG00000068831.19	90	115	42	96	119	103	80	132	49	105	37	39
ENSG00000068976.14	8	7	12	17	28	32	11	14	10	23	17	14
ENSG00000168066.21	4667	4798	3373	4254	4460	8515	2382	3878	3159	3612	3663	4319
ENSG00000168067.12	1009	1185	667	814	1106	1878	673	928	720	826	667	903
ENSG00000133895.18	564	643	442	530	589	1016	330	464	359	545	462	478
ENSG00000110047.18	1389	2217	1416	1888	2060	3690	787	1632	1065	1689	2201	1884
ENSG00000110046.13	1071	1470	566	1082	1229	1317	698	998	547	1091	821	714
ENSG00000068971.14	419	549	218	383	452	538	284	389	252	322	304	253
ENSG00000168062.10	105	152	134	106	135	360	76	116	164	91	126	168
ENSG00000213465.8	268	252	268	266	244	640	130	195	238	206	320	324
ENSG00000110025.13	43	45	41	52	50	70	20	28	42	50	44	43
ENSG00000168061.17	187	164	145	166	182	313	117	119	121	124	220	131
ENSG00000168060.16	8	4	6	8	8	29	2	6	4	2	10	4
ENSG00000146670.10	122	126	18	126	150	104	58	124	62	102	18	60
ENSG00000162300.13	599	579	431	522	563	961	329	492	374	421	572	494
ENSG00000149823.9	1210	1401	901	1161	1424	2361	683	1050	940	1008	1395	1136
ENSG00000149809.17	98	110	112	105	121	310	44	77	106	58	163	182
ENSG00000174276.7	102	142	104	84	100	144	84	82	68	109	127	82
ENSG00000149806.11	2018	2073	1460	1601	2146	3595	1117	1498	1509	1502	2549	1919
ENSG00000162298.19	2686	3184	1461	2468	2750	3974	1522	2526	1605	2481	1781	2079
ENSG00000149792.9	640	724	587	616	685	1158	322	492	502	570	656	654
ENSG00000255200.1	20	18	6	2	6	26	0	8	10	8	16	2
ENSG00000254614.2	47	64	40	38	45	92	44	33	36	26	46	67
ENSG00000014216.16	4478	5569	3133	3489	4893	8300	2871	3876	3532	3431	3628	3631
ENSG00000014138.9	144	78	46	101	149	193	85	89	69	104	114	98
ENSG00000287917.2	16	32	20	38	15	66	16	16	12	22	48	53
ENSG00000133884.10	1094	1160	834	931	1172	1866	564	857	801	811	895	961
ENSG00000162241.13	266	322	317	232	306	750	148	256	341	250	345	390
ENSG00000126391.14	948	1065	773	782	1120	1723	610	755	781	775	1167	732
ENSG00000245532.10	69302	61985	29015	56960	47261	151644	40075	57809	66832	57045	86643	77247
ENSG00000173727.13	14	6	30	24	35	40	18	14	25	13	25	38
ENSG00000251562.9	270310	215596	242795	257734	177383	656930	112809	196263	264602	165621	366926	341656
ENSG00000142186.18	2065	2365	1291	1896	2206	3009	1235	1876	1163	1953	1691	1375
ENSG00000168056.18	381	452	226	487	548	657	262	408	282	558	497	292
ENSG00000260233.3	34	60	22	34	42	90	32	50	19	43	44	34
ENSG00000173465.8	158	203	129	152	243	243	136	163	99	198	221	136
ENSG00000176973.8	155	201	220	145	146	479	82	121	169	128	175	238
ENSG00000289339.1	14	6	10	27	8	10	14	2	12	7	13	4
ENSG00000173442.13	6364	8323	3659	5902	7441	11649	4242	5818	4741	5570	6078	4917
ENSG00000173327.8	4709	5935	3995	4016	5498	9432	2796	3892	3530	3600	5246	4750
ENSG00000197136.5	3178	4084	1835	2749	3834	5106	2172	2822	2087	2883	2743	2236
ENSG00000213445.10	1786	2478	1258	1584	2271	3189	1191	1711	1382	1592	1654	1488
ENSG00000173039.20	1767	2086	1167	1694	1936	3375	1017	1636	1273	1629	1053	1656
ENSG00000285533.3	51	44	36	49	44	95	22	34	56	30	49	60
ENSG00000172977.13	934	1111	712	860	1002	1855	545	828	719	813	789	1051
ENSG00000172922.11	512	528	314	408	570	719	267	379	276	446	394	367
ENSG00000254470.3	4827	5665	4187	4274	4884	8652	3105	3947	3648	4258	5698	4486
ENSG00000172818.10	10	24	26	18	22	60	8	28	14	10	36	14
ENSG00000172757.13	15680	17528	13667	13586	16068	32586	8878	13146	13028	11521	18139	17467
ENSG00000172732.12	886	1029	515	744	964	1357	513	764	536	695	716	681
ENSG00000172638.13	51	58	26	50	58	83	58	63	39	54	12	24
ENSG00000172543.9	250	286	368	232	243	661	116	177	230	174	307	254
ENSG00000172500.13	649	724	501	526	732	1143	353	476	475	467	637	590
ENSG00000175602.4	255	342	268	226	392	568	187	208	286	190	586	272
ENSG00000175592.9	226	273	229	233	326	551	150	250	169	218	208	277
ENSG00000175573.7	630	696	481	494	641	1119	381	474	526	518	644	625
ENSG00000175550.8	1340	1909	1435	1298	1921	3556	813	1152	1451	1187	1930	1555
ENSG00000175467.15	1537	2105	1182	1371	2057	2730	987	1469	1095	1377	2039	1278
ENSG00000175376.9	536	628	435	551	591	1018	293	496	456	421	567	605
ENSG00000175334.8	945	965	987	814	944	1990	471	653	753	693	1490	928
ENSG00000175315.3	8	18	40	4	16	99	0	14	28	2	48	34
ENSG00000175294.6	31	38	64	44	50	111	22	37	32	36	55	34
ENSG00000087365.16	3650	4338	2567	3495	4131	6705	2217	3087	2620	2927	3730	3117
ENSG00000175115.13	2148	2422	1834	1895	2198	4363	1303	1990	1882	1835	2117	2067
ENSG00000174996.12	333	426	154	331	318	542	229	262	216	346	251	198
ENSG00000174903.16	4533	5120	2727	4200	4681	7056	2610	4017	2725	3663	3524	3384
ENSG00000174851.16	729	724	488	741	732	939	368	720	373	635	546	474
ENSG00000179292.5	26	38	30	26	22	16	8	12	16	14	12	14
ENSG00000174791.11	321	330	208	226	382	526	196	301	221	229	180	164
ENSG00000174744.14	625	932	560	661	828	1140	455	663	388	582	558	650
ENSG00000174684.7	190	186	147	142	184	274	110	100	114	132	198	189
ENSG00000255468.7	24	27	17	17	26	42	15	11	35	29	26	26
ENSG00000174669.12	76	85	27	53	52	113	63	65	54	71	44	43
ENSG00000174547.13	287	347	277	239	310	577	191	239	222	233	320	367
ENSG00000174516.15	726	844	370	479	773	1000	436	668	491	505	434	489
ENSG00000255517.7	47	52	48	35	87	104	28	40	36	46	50	74
ENSG00000254986.8	1208	1553	899	1045	1399	2422	745	938	900	1010	1587	1146
ENSG00000174483.20	15	18	8	26	19	44	20	24	12	23	16	11
ENSG00000174165.8	811	816	755	688	851	1722	476	597	798	598	921	889
ENSG00000174080.12	575	450	282	424	427	755	309	384	366	408	441	332
ENSG00000173992.9	303	366	240	266	314	492	150	235	197	256	298	254
ENSG00000239306.5	1732	1705	1233	1537	1594	3189	946	1493	1335	1479	1659	1663
ENSG00000248643.5	77	38	33	49	43	101	26	42	44	38	80	39
ENSG00000173933.21	331	325	244	224	219	671	163	233	293	220	358	323
ENSG00000173914.12	186	151	144	119	138	394	88	154	178	177	120	184
ENSG00000173898.15	104	68	205	57	57	213	56	83	124	47	257	150
ENSG00000173715.18	66	70	74	38	38	128	51	88	76	59	83	80
ENSG00000173653.8	276	295	247	232	283	547	237	246	191	186	323	269
ENSG00000173599.15	1896	2188	1022	1600	1751	2764	1147	1367	1205	1468	1286	1313
ENSG00000173621.9	882	946	661	619	864	1384	476	614	663	627	896	692
ENSG00000173227.14	8	8	6	12	8	21	4	0	2	8	18	4
ENSG00000173120.15	5048	6059	3411	4587	5022	8655	3017	4504	3337	3954	4335	4100
ENSG00000173020.11	5104	6292	4119	4200	5805	10144	3400	4373	4395	3823	4932	4380
ENSG00000172932.16	1813	2424	1178	1517	2034	3464	1183	1662	1498	1381	1631	1429
ENSG00000172830.13	376	390	301	273	397	693	231	279	331	222	326	320
ENSG00000172613.8	278	338	175	277	306	425	207	246	184	240	193	179
ENSG00000175482.9	250	329	143	181	254	421	128	191	149	180	159	181
ENSG00000175505.11	50	33	31	78	31	50	23	50	14	59	39	8
ENSG00000172531.16	3007	3360	2672	2670	3250	6016	1783	2347	2458	2169	3891	2941
ENSG00000175463.12	448	484	356	320	469	657	251	356	316	383	395	270
ENSG00000172508.11	48	42	272	58	102	384	57	50	113	44	331	204
ENSG00000175634.15	752	854	573	669	774	1369	422	570	614	595	622	676
ENSG00000172725.14	3581	4308	2807	2722	3840	6828	2283	2886	2990	2462	3300	3369
ENSG00000175544.14	12	35	19	16	24	58	16	4	20	12	29	24
ENSG00000172663.9	313	302	286	301	275	708	197	269	266	243	375	344
ENSG00000110711.11	834	923	742	701	899	1455	459	643	615	695	1123	805
ENSG00000110697.13	1680	2120	1174	1220	1763	2824	1095	1352	1247	1283	1391	1366
ENSG00000167797.8	912	1026	420	816	916	904	446	868	384	814	484	480
ENSG00000084207.18	2763	2934	1846	2482	2862	5097	1662	2273	2126	2230	3190	2713
ENSG00000167792.13	1655	1902	1376	1452	1839	3598	990	1435	1413	1433	2401	1755
ENSG00000167799.10	43	22	34	29	20	76	12	14	28	32	102	42
ENSG00000160172.10	11	10	9	23	10	26	12	14	3	7	6	20
ENSG00000110057.8	4626	4832	3536	3709	4710	8984	2579	3348	4080	3370	4271	4113
ENSG00000006534.17	2654	2894	2581	2069	2766	5558	1478	2031	2703	1882	3026	2777
ENSG00000110717.13	1075	1196	903	1015	1310	2304	603	956	916	977	1374	1109
ENSG00000110719.10	10085	12358	6763	8833	12106	16499	6008	8942	6599	8487	8904	8239
ENSG00000275022.1	44	44	21	44	54	54	27	26	16	35	24	22
ENSG00000255031.5	188	181	95	119	157	287	118	174	94	141	135	114
ENSG00000110721.12	955	983	683	749	797	1770	548	743	760	637	851	835
ENSG00000110066.15	793	691	621	717	600	1682	388	547	667	520	950	748
ENSG00000171067.11	649	726	499	646	655	1145	330	598	456	600	606	615
ENSG00000286369.2	4	5	12	0	5	40	2	3	6	0	15	9
ENSG00000162337.12	61	118	583	71	96	616	33	56	266	42	485	288
ENSG00000110075.15	2500	2674	2096	2408	2179	4971	1294	2071	1997	1874	2602	2448
ENSG00000069482.7	850	842	520	1277	1299	1307	296	882	320	768	765	600
ENSG00000132749.11	10	32	4	14	20	22	14	18	6	16	6	8
ENSG00000110090.13	1656	1574	1431	1248	1367	2956	826	1079	1233	954	1477	1452
ENSG00000197345.13	231	285	200	258	268	541	154	188	180	188	242	286
ENSG00000132740.10	1058	1255	580	940	1156	1491	596	871	656	817	801	705
ENSG00000162341.18	1213	1340	697	923	1056	1631	671	995	795	985	863	773
ENSG00000172927.9	10	30	0	38	36	14	18	52	0	32	2	2
ENSG00000260877.3	9	21	0	17	21	17	5	25	0	23	0	10
ENSG00000110092.4	1950	2600	1264	2848	3135	4186	1218	2488	1239	2556	2340	1915
ENSG00000149716.13	425	366	279	376	373	758	269	347	303	341	504	400
ENSG00000168040.5	599	709	480	555	773	1056	316	532	400	492	614	656
ENSG00000289074.1	18	28	2	4	4	6	4	4	6	8	0	4
ENSG00000131626.19	3364	3183	1932	2540	2573	4708	1716	2485	2113	2307	2370	2461
ENSG00000254484.1	19	23	11	21	12	39	15	14	17	8	10	13
ENSG00000085733.16	591	814	831	943	921	1622	401	816	484	763	1818	858
ENSG00000172893.18	840	787	644	473	494	2405	430	493	1052	344	496	1150
ENSG00000254682.2	22	28	12	13	25	73	20	18	34	12	20	24
ENSG00000172890.13	2468	2555	1731	1980	2533	4835	1424	1884	2042	1777	2186	2303
ENSG00000248671.9	2	4	2	10	4	43	12	4	10	10	11	23
ENSG00000158483.18	71	44	45	66	65	141	26	39	24	67	46	78
ENSG00000254469.10	50	36	57	58	35	88	32	26	45	24	61	53
ENSG00000137522.18	586	666	463	616	655	1223	327	499	443	511	625	657
ENSG00000137496.18	619	730	647	491	670	1598	342	585	667	558	743	688
ENSG00000137497.19	7027	8578	4748	6212	8096	12167	4565	5932	5151	6242	5467	5569
ENSG00000251143.1	26	49	32	21	37	63	14	32	24	29	44	34
ENSG00000149357.10	1766	2002	1435	1457	1568	3314	937	1209	1461	1232	1885	1808
ENSG00000110200.9	399	288	283	288	252	642	130	182	225	244	258	276
ENSG00000110203.10	37	52	36	42	32	55	10	30	21	20	44	16
ENSG00000204971.3	10	8	2	9	6	22	4	7	9	7	8	6
ENSG00000165457.15	1613	1969	49	842	1454	314	1156	1446	234	930	12	60
ENSG00000165458.15	5123	6578	3301	4112	5684	8638	3214	4575	3866	4063	3973	3796
ENSG00000162129.15	1420	1606	1115	1469	1552	2759	845	1206	972	1303	1335	1361
ENSG00000186642.16	102	133	55	112	131	226	74	136	70	108	258	110
ENSG00000186635.15	17004	21003	9752	14067	18566	27050	10178	14737	10714	14777	16506	12784
ENSG00000214530.10	258	287	149	211	284	399	161	256	153	230	224	232
ENSG00000285693.1	42	49	39	65	34	111	24	52	33	34	76	50
ENSG00000168010.11	2318	2673	1048	1948	2232	3264	1329	2000	1458	2002	1954	1574
ENSG00000137478.15	2298	2132	2288	1835	1668	5689	1140	1632	2319	1386	2258	2850
ENSG00000175591.12	174	202	189	164	180	428	127	126	208	195	253	236
ENSG00000171631.16	1024	1219	779	781	1155	2484	783	926	1153	668	630	934
ENSG00000257038.1	16	12	17	17	18	61	6	14	25	24	34	36
ENSG00000110237.5	360	435	682	347	498	1381	227	264	537	312	734	576
ENSG00000054967.13	2997	3517	1972	2759	3528	5698	1875	2707	2254	2645	3520	2758
ENSG00000054965.11	2102	2323	1272	2182	2025	3966	1140	2120	1554	1670	1414	1865
ENSG00000256448.5	88	82	62	68	75	153	29	52	51	93	53	75
ENSG00000021300.14	24	34	6	20	36	48	10	32	6	20	12	14
ENSG00000175582.20	2592	2070	2243	2523	1799	5066	1064	1955	1875	1630	2240	2526
ENSG00000175581.14	135	123	111	103	98	268	69	95	125	87	120	149
ENSG00000181924.7	412	436	330	390	395	843	224	358	397	372	641	538
ENSG00000175575.13	159	142	176	166	166	327	93	129	169	101	174	173
ENSG00000255847.5	6	10	8	9	9	27	1	20	5	16	13	21
ENSG00000175567.11	2677	2825	2822	2744	3058	6722	1523	2198	2416	2156	2495	2977
ENSG00000175564.13	73	72	35	48	64	84	47	37	43	74	57	54
ENSG00000168014.18	1512	1556	974	1250	1280	2562	757	1146	985	1112	1128	1299
ENSG00000214517.10	493	564	441	464	425	967	294	462	362	431	501	543
ENSG00000149380.12	4	6	12	4	20	39	4	4	9	1	24	20
ENSG00000165434.8	784	692	745	771	558	1954	291	499	923	428	1213	1042
ENSG00000175538.11	1304	1389	1315	1122	1106	2847	694	990	1152	859	1851	1597
ENSG00000175536.7	38	48	34	33	42	114	22	24	38	38	66	56
ENSG00000254837.2	37	24	37	41	36	62	18	20	48	36	40	42
ENSG00000077514.9	411	438	221	408	323	702	210	356	236	266	364	313
ENSG00000166439.6	1394	1302	1099	1295	1009	2659	697	1068	1052	943	1151	1432
ENSG00000166435.16	497	544	298	444	456	824	274	351	376	405	389	389
ENSG00000278879.1	14	6	6	22	4	30	6	6	14	14	6	14
ENSG00000241170.3	27	39	36	44	31	102	20	25	24	33	37	35
ENSG00000118363.13	708	579	538	670	448	1277	316	480	554	441	728	698
ENSG00000162139.10	2135	2234	1624	1743	1774	4227	1135	1598	1717	1348	1940	2003
ENSG00000171561.4	16	8	10	8	8	30	6	4	16	6	2	15
ENSG00000137491.15	39200	42536	19730	25787	35350	53537	23942	29518	27506	22358	14840	23623
ENSG00000261594.4	432	530	339	296	410	638	346	402	365	234	407	414
ENSG00000137486.17	6649	6958	5092	5306	6362	12547	3732	5197	4937	4796	7259	6292
ENSG00000199090.1	32	18	11	26	6	44	8	20	18	24	11	14
ENSG00000149273.15	4064	4214	3310	3710	4098	7826	2222	3439	3111	3138	4792	4304
ENSG00000207445.1	82	335	61	134	219	372	92	216	122	174	280	412
ENSG00000149243.17	24	38	24	27	54	82	40	30	18	22	50	32
ENSG00000158555.15	501	655	547	458	647	1216	312	451	456	457	692	601
ENSG00000149257.16	773	847	463	695	899	1442	473	642	528	615	716	646
ENSG00000062282.15	33	26	25	44	32	80	14	34	30	24	56	30
ENSG00000198382.9	1255	1140	884	1120	873	2496	660	948	1042	776	1479	1300
ENSG00000255081.1	9	10	17	6	8	43	6	13	9	5	7	18
ENSG00000137492.9	1064	747	858	903	604	1580	467	668	697	633	1063	1014
ENSG00000179240.13	96	83	44	84	52	114	38	54	64	83	30	34
ENSG00000255135.5	20	12	17	29	21	62	10	12	29	26	52	15
ENSG00000158636.17	798	806	499	705	548	1425	383	642	572	627	446	711
ENSG00000137507.11	4	20	6	25	10	20	6	22	0	10	4	4
ENSG00000254632.2	28	32	34	21	16	214	7	38	77	16	79	100
ENSG00000182704.8	586	732	916	601	609	2187	358	441	745	550	1431	1222
ENSG00000261578.1	16	6	8	16	0	20	4	10	0	4	30	12
ENSG00000078124.13	2301	1677	1611	1574	1181	4152	893	1442	2147	1035	1876	2227
ENSG00000149260.18	156	169	254	150	179	463	72	101	168	108	256	237
ENSG00000137474.23	1413	1620	228	745	1355	813	868	972	537	722	102	269
ENSG00000178795.10	2	0	4	2	2	26	0	0	4	0	12	12
ENSG00000149269.10	2113	2111	3320	1772	1930	7769	1189	1487	3032	1256	3677	3941
ENSG00000074201.9	660	571	532	659	488	1343	325	499	539	509	722	616
ENSG00000048649.14	1259	1482	940	1305	1028	2650	708	1073	1043	988	1352	1344
ENSG00000254985.1	11	21	13	14	18	32	23	9	21	4	25	26
ENSG00000227376.1	50	51	13	39	45	99	20	50	25	35	27	39
ENSG00000087884.15	53	46	50	38	27	113	31	57	61	39	37	73
ENSG00000254459.1	21	10	3	7	1	12	0	8	9	14	15	4
ENSG00000255449.1	29	34	11	6	16	28	18	16	13	8	10	10
ENSG00000149262.18	1082	916	687	901	779	1585	528	844	683	715	747	855
ENSG00000151366.13	217	188	220	205	189	405	104	176	195	98	376	290
ENSG00000159063.14	468	384	482	453	320	1058	174	327	501	343	713	755
ENSG00000246174.9	20	16	13	20	22	52	6	16	22	14	21	19
ENSG00000188997.8	406	437	269	361	386	653	248	402	287	318	320	318
ENSG00000118369.13	420	485	232	351	403	600	298	366	240	343	335	219
ENSG00000033327.13	3922	4381	2502	3163	3612	5928	2064	3169	2738	2849	2179	2864
ENSG00000288538.1	40	41	24	29	42	72	26	25	22	28	52	26
ENSG00000137513.11	212	196	181	176	193	424	81	181	172	130	265	200
ENSG00000227097.5	49	58	42	31	66	114	38	49	46	44	56	106
ENSG00000137509.12	2412	2512	2309	2407	1864	5404	1190	2233	1808	1544	3776	3127
ENSG00000165490.13	827	582	1425	786	545	3065	321	480	1232	450	1167	1585
ENSG00000137502.10	72	38	71	69	52	161	22	43	38	46	97	80
ENSG00000246067.9	419	418	348	360	332	759	215	309	380	288	581	391
ENSG00000279900.1	25	27	8	18	12	41	6	12	12	11	30	19
ENSG00000165494.12	2245	2014	1449	1771	1622	4202	1016	1686	1518	1399	1956	2165
ENSG00000254676.1	28	10	14	14	22	26	3	5	19	16	30	30
ENSG00000247137.9	99	89	94	140	85	203	37	88	110	66	96	115
ENSG00000269939.1	22	6	15	16	4	39	9	18	11	8	40	30
ENSG00000137494.14	389	306	229	354	267	679	158	314	234	229	264	311
ENSG00000137500.10	508	397	519	498	341	1155	218	353	416	339	662	672
ENSG00000255234.6	14	28	8	6	16	39	10	8	27	8	12	4
ENSG00000150672.18	15	13	2	18	4	21	7	4	3	10	11	10
ENSG00000171204.13	268	210	261	254	138	660	107	175	240	189	258	349
ENSG00000171202.7	150	95	150	107	92	358	62	89	117	68	103	167
ENSG00000137504.15	922	898	576	870	674	1568	524	738	678	674	996	721
ENSG00000137501.18	58	54	70	78	62	179	30	76	44	45	56	60
ENSG00000279742.1	34	26	16	12	18	32	8	12	10	6	32	9
ENSG00000073921.18	4886	4101	3587	4320	3269	9666	2028	3876	3806	3133	3723	4948
ENSG00000074266.22	368	306	356	315	196	803	118	282	299	259	465	407
ENSG00000254783.1	50	33	18	36	45	83	30	29	32	26	29	36
ENSG00000149196.17	175	153	180	213	142	369	70	117	150	106	184	221
ENSG00000149201.10	6	8	4	13	4	33	2	8	2	13	2	17
ENSG00000151376.18	36	54	44	38	43	85	26	22	54	34	53	41
ENSG00000150687.12	6	12	22	22	16	38	4	12	10	8	24	18
ENSG00000174804.4	28	26	16	32	26	56	14	30	35	24	38	36
ENSG00000166575.17	457	330	461	375	269	1085	182	283	461	209	508	704
ENSG00000279836.1	14	8	5	4	3	30	2	1	8	2	8	17
ENSG00000123892.12	95	66	129	80	87	242	49	52	100	62	122	168
ENSG00000279733.1	6	14	18	10	2	28	2	8	10	12	14	13
ENSG00000109861.17	26859	28266	10801	24605	23796	35682	14417	24614	16503	17181	12797	17496
ENSG00000288018.2	8	22	17	23	16	34	10	0	11	10	22	12
ENSG00000110172.12	792	662	529	605	495	1364	342	595	561	494	740	817
ENSG00000280367.1	10	10	2	6	2	24	8	2	8	13	8	2
ENSG00000180773.15	732	513	502	632	355	1092	260	463	518	427	724	750
ENSG00000166002.7	608	686	535	555	525	1404	312	407	603	396	660	681
ENSG00000166004.15	751	681	478	768	468	1353	386	647	508	521	491	758
ENSG00000254911.3	9	16	14	12	8	50	3	13	22	12	17	5
ENSG00000279696.1	49	30	14	43	30	63	17	48	28	16	74	42
ENSG00000166012.17	736	599	502	697	548	1408	286	603	528	508	893	715
ENSG00000182919.15	276	191	129	191	143	325	107	154	158	131	227	219
ENSG00000042429.12	269	245	187	243	241	477	132	204	164	195	389	253
ENSG00000110218.9	478	458	376	402	345	951	243	404	344	316	406	442
ENSG00000250519.7	15	11	4	14	12	26	2	14	14	8	15	24
ENSG00000020922.13	567	385	377	429	287	869	173	331	398	314	488	489
ENSG00000255893.1	21	28	2	30	15	38	8	12	2	20	27	20
ENSG00000168876.9	144	154	113	136	136	349	66	115	167	99	152	171
ENSG00000134627.12	100	122	89	180	94	227	49	148	114	66	121	113
ENSG00000196371.4	555	551	440	509	445	1138	249	448	421	416	611	563
ENSG00000166025.18	48	46	18	38	50	56	10	34	36	42	24	26
ENSG00000150316.12	487	532	390	398	442	969	316	422	406	366	470	518
ENSG00000186280.7	10	6	21	20	20	30	6	10	8	16	4	16
ENSG00000263465.5	348	246	272	360	288	680	134	250	214	314	284	268
ENSG00000149218.5	48	60	104	75	48	189	16	44	58	30	103	96
ENSG00000149212.12	457	212	333	316	228	1300	154	216	529	180	494	479
ENSG00000077458.13	242	169	154	213	142	446	100	175	209	131	206	202
ENSG00000166037.11	411	338	292	385	334	720	185	358	296	232	355	361
ENSG00000087053.20	722	571	534	658	467	1437	339	509	601	429	642	769
ENSG00000184384.14	3016	2751	2087	2618	2351	5045	1354	2373	2122	1979	1868	2507
ENSG00000149231.16	1070	822	678	880	584	1739	417	787	761	618	919	879
ENSG00000183340.7	129	160	73	137	103	219	68	108	109	70	114	97
ENSG00000023445.16	434	397	465	630	340	1364	118	359	347	297	824	663
ENSG00000110330.10	1048	902	924	975	707	2148	493	867	877	606	1306	1195
ENSG00000152558.15	2045	1438	2460	1785	1147	5487	684	1326	2333	1085	2724	2876
ENSG00000137673.9	126	84	48	253	192	128	72	196	72	140	182	40
ENSG00000118113.12	142	96	18	202	60	30	50	176	8	305	32	18
ENSG00000166670.10	6	34	26	36	44	66	14	24	18	20	48	12
ENSG00000196611.6	60	90	30	176	58	78	28	88	38	108	176	34
ENSG00000262406.3	1312	1649	10061	2401	2834	23403	678	1706	3692	1100	17900	12026
ENSG00000137692.12	281	249	193	293	254	521	158	207	199	206	376	306
ENSG00000187240.17	145	99	47	128	104	201	72	120	80	62	75	116
ENSG00000235505.8	14	16	2	24	12	22	6	16	2	10	4	4
ENSG00000196954.14	1233	1075	1082	1061	902	2764	482	1014	1099	820	931	1440
ENSG00000137757.11	4	4	16	6	4	22	6	8	24	0	10	10
ENSG00000137752.25	733	650	998	554	529	1971	383	543	869	446	915	1074
ENSG00000204397.10	162	135	176	121	86	449	86	129	170	53	132	206
ENSG00000170903.12	397	333	259	407	244	608	209	256	265	261	346	312
ENSG00000182359.15	48	22	33	32	28	78	6	24	31	23	42	32
ENSG00000149313.11	410	332	344	435	294	939	154	309	360	286	610	538
ENSG00000261098.1	60	24	61	43	32	83	18	26	48	33	48	68
ENSG00000152404.16	308	283	211	293	197	458	166	243	183	188	231	222
ENSG00000225215.1	20	14	18	15	12	38	13	12	8	6	19	16
ENSG00000137760.15	132	99	116	132	84	242	64	101	116	100	157	131
ENSG00000110660.15	84	70	120	123	87	269	27	50	101	58	150	169
ENSG00000179331.3	338	358	337	370	364	893	160	307	322	279	450	504
ENSG00000288012.1	16	22	23	24	16	36	6	12	13	20	24	25
ENSG00000166266.14	784	743	899	861	526	1963	404	599	756	534	1376	1090
ENSG00000075239.14	459	441	422	372	351	946	202	291	342	316	428	490
ENSG00000285696.1	12	23	26	13	8	32	3	23	15	27	17	19
ENSG00000149308.17	643	568	432	541	438	1103	313	428	561	392	495	589
ENSG00000149311.20	3890	3224	2931	3738	2413	7100	1747	3057	3156	2577	3903	3644
ENSG00000178202.13	279	252	190	327	274	615	96	230	202	184	282	268
ENSG00000178105.12	316	322	379	396	310	796	196	288	386	268	547	482
ENSG00000289465.1	33	24	19	41	28	61	9	28	26	26	21	56
ENSG00000137710.17	2302	1882	1628	2151	1432	4068	915	1670	1486	1932	2493	2480
ENSG00000149289.11	1348	1257	1123	1360	831	3054	574	1081	1193	1053	1388	1655
ENSG00000137714.3	973	812	676	996	648	1534	349	708	650	737	1009	863
ENSG00000137727.13	95	120	82	125	130	269	46	133	82	120	53	118
ENSG00000204381.12	11	4	104	2	8	188	3	2	22	4	105	74
ENSG00000170145.5	1189	1315	977	1058	1082	2454	730	988	1035	997	1068	1218
ENSG00000137713.16	402	316	355	309	264	819	223	291	357	297	436	460
ENSG00000086848.15	110	119	95	85	67	191	57	72	75	78	116	107
ENSG00000255561.7	15	26	50	34	22	110	18	34	47	36	30	42
ENSG00000137720.8	57	50	42	67	43	144	18	50	68	36	73	93
ENSG00000150764.14	270	218	174	351	268	370	87	218	148	179	182	197
ENSG00000150768.17	747	712	715	735	600	1746	396	626	575	531	914	1008
ENSG00000150776.18	321	268	269	364	288	556	154	233	228	226	300	323
ENSG00000150779.12	492	485	419	408	470	954	232	358	325	396	647	493
ENSG00000204370.13	631	385	668	624	303	1599	241	425	628	364	845	870
ENSG00000150782.12	860	896	610	970	707	1826	375	798	705	666	896	880
ENSG00000197580.13	53	24	24	26	19	64	14	26	25	39	42	33
ENSG00000150787.8	133	130	127	142	82	362	56	127	85	80	198	174
ENSG00000268472.2	14	8	10	10	0	28	8	12	10	12	7	10
ENSG00000250303.5	74	67	52	28	37	118	32	43	44	31	45	51
ENSG00000149294.17	227	221	654	181	198	1405	113	167	412	154	626	809
ENSG00000149292.17	125	165	131	110	102	349	80	118	112	108	184	153
ENSG00000166682.13	69	53	28	35	34	51	35	22	30	30	55	30
ENSG00000086827.9	380	305	291	432	265	664	186	288	282	254	332	339
ENSG00000048028.11	475	464	446	534	353	1190	260	415	464	351	576	619
ENSG00000255710.2	36	36	9	35	12	59	29	29	11	33	30	17
ENSG00000109906.15	39	18	34	17	24	35	18	21	25	6	20	10
ENSG00000180425.11	108	106	72	131	68	192	56	94	114	88	104	98
ENSG00000076053.12	206	149	166	193	133	324	96	150	175	137	178	229
ENSG00000076043.11	229	186	182	227	129	378	75	192	172	121	185	220
ENSG00000182985.18	1420	1041	610	627	553	1283	476	643	711	542	416	614
ENSG00000287897.1	13	14	15	11	12	25	17	23	22	7	24	15
ENSG00000246100.5	172	168	74	116	104	144	91	118	101	74	67	64
ENSG00000137656.12	365	382	273	319	344	582	228	333	274	234	349	318
